Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20102012,2010-2012,kcal/cap/d,3061,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20112013,2011-2013,kcal/cap/d,3031,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20122014,2012-2014,kcal/cap/d,3003,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20132015,2013-2015,kcal/cap/d,2962,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20142016,2014-2016,kcal/cap/d,2940,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2015-2017,kcal/cap/d,2926,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2016-2018,kcal/cap/d,2926,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2017-2019,kcal/cap/d,2913,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2018-2020,kcal/cap/d,2903,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2019-2021,kcal/cap/d,2900,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2020-2022,kcal/cap/d,2915,E,
121,'422,Lebanon,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2942,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20002002,2000-2002,%,38,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20012003,2001-2003,%,38,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20022004,2002-2004,%,39,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20032005,2003-2005,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20042006,2004-2006,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20052007,2005-2007,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20062008,2006-2008,%,39,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20072009,2007-2009,%,39,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20082010,2008-2010,%,38,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20092011,2009-2011,%,37,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20102012,2010-2012,%,37,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2011-2013,%,37,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2012-2014,%,38,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2013-2015,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2014-2016,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2015-2017,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2016-2018,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2017-2019,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2018-2020,%,40,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2019-2021,%,41,E,
121,'422,Lebanon,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,41,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20002002,2000-2002,g/cap/d,91.7,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20012003,2001-2003,g/cap/d,90.3,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20022004,2002-2004,g/cap/d,88.6,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20032005,2003-2005,g/cap/d,86.4,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20042006,2004-2006,g/cap/d,85.1,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20052007,2005-2007,g/cap/d,84,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20062008,2006-2008,g/cap/d,83.5,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20072009,2007-2009,g/cap/d,83.2,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20082010,2008-2010,g/cap/d,83.3,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20092011,2009-2011,g/cap/d,83.3,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20102012,2010-2012,g/cap/d,83.5,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2011-2013,g/cap/d,82.8,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2012-2014,g/cap/d,82.1,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2013-2015,g/cap/d,80.7,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2014-2016,g/cap/d,79.9,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2015-2017,g/cap/d,80,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2016-2018,g/cap/d,81.3,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2017-2019,g/cap/d,82.1,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2018-2020,g/cap/d,81.2,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2019-2021,g/cap/d,80.9,E,
121,'422,Lebanon,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,81.1,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20002002,2000-2002,g/cap/d,35.4,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20012003,2001-2003,g/cap/d,35.4,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20022004,2002-2004,g/cap/d,35.6,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20032005,2003-2005,g/cap/d,34.8,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20042006,2004-2006,g/cap/d,34.3,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20052007,2005-2007,g/cap/d,33.9,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20062008,2006-2008,g/cap/d,34,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20072009,2007-2009,g/cap/d,34.3,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20082010,2008-2010,g/cap/d,34,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20092011,2009-2011,g/cap/d,33.5,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20102012,2010-2012,g/cap/d,32.8,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2011-2013,g/cap/d,32.3,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2012-2014,g/cap/d,31.4,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2013-2015,g/cap/d,30.4,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2014-2016,g/cap/d,30.1,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2015-2017,g/cap/d,30.6,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2016-2018,g/cap/d,32.2,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2017-2019,g/cap/d,33.1,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2018-2020,g/cap/d,32,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2019-2021,g/cap/d,30.6,E,
121,'422,Lebanon,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,30.1,E,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2000,2000,Int$/cap,11595,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2001,2001,Int$/cap,11852.2,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2002,2002,Int$/cap,12099.5,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2003,2003,Int$/cap,12328.7,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2004,2004,Int$/cap,12951,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2005,2005,Int$/cap,13103.4,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2006,2006,Int$/cap,13089.8,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2007,2007,Int$/cap,14041.6,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2008,2008,Int$/cap,15070.6,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2009,2009,Int$/cap,16399.5,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2010,2010,Int$/cap,17549.1,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2011,2011,Int$/cap,17528.5,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2012,2012,Int$/cap,17515.3,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2013,2013,Int$/cap,16583,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2014,2014,Int$/cap,15381.9,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2015,2015,Int$/cap,15152.2,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2016,2016,Int$/cap,15732.7,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2017,2017,Int$/cap,16262.9,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2018,2018,Int$/cap,16381.2,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2019,2019,Int$/cap,15693.9,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2020,2020,Int$/cap,12594.6,X,
121,'422,Lebanon,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2021,2021,Int$/cap,11860.1,X,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20002002,2000-2002,%,7.6,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20012003,2001-2003,%,8.3,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20022004,2002-2004,%,9.3,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20032005,2003-2005,%,10.4,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20042006,2004-2006,%,10.6,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20052007,2005-2007,%,10,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20062008,2006-2008,%,9.3,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20072009,2007-2009,%,8.7,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20082010,2008-2010,%,7.1,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20092011,2009-2011,%,5.5,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20102012,2010-2012,%,4,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20112013,2011-2013,%,4.5,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20122014,2012-2014,%,4.9,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20132015,2013-2015,%,5.5,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20142016,2014-2016,%,5.7,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20152017,2015-2017,%,5.8,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20162018,2016-2018,%,5.6,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20172019,2017-2019,%,5.7,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20182020,2018-2020,%,7.1,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20192021,2019-2021,%,8.9,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20202022,2020-2022,%,10.2,E,
121,'422,Lebanon,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,9.6,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20002002,2000-2002,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20012003,2001-2003,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20022004,2002-2004,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20032005,2003-2005,million No,0.5,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2004-2006,million No,0.5,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2005-2007,million No,0.5,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2006-2008,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2007-2009,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2008-2010,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2009-2011,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2010-2012,million No,0.2,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2011-2013,million No,0.2,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2012-2014,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2013-2015,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2014-2016,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20152017,2015-2017,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20162018,2016-2018,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20172019,2017-2019,million No,0.3,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20182020,2018-2020,million No,0.4,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20192021,2019-2021,million No,0.5,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20202022,2020-2022,million No,0.6,E,
121,'422,Lebanon,210011,Number of people undernourished (million) (3-year average),6132,Value,20212023,2021-2023,million No,0.5,E,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2017-2019,%,4.2,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2018-2020,%,6.8,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2019-2021,%,10.2,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2020-2022,%,12.6,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2021-2023,%,11.7,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2017-2019,%,3.1,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2018-2020,%,5.6,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2019-2021,%,8.8,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2020-2022,%,11,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,10.1,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2017-2019,%,5.2,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2018-2020,%,8,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2019-2021,%,11.6,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2020-2022,%,14.2,A,FAO data
121,'422,Lebanon,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,13.3,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2017-2019,%,5.7,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2018-2020,%,7.5,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2019-2021,%,10,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2020-2022,%,11.9,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,11.2,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2017-2019,%,4.5,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2018-2020,%,6.2,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2019-2021,%,8.6,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2020-2022,%,10.3,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,9.6,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2017-2019,%,6.9,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2018-2020,%,8.8,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2019-2021,%,11.5,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2020-2022,%,13.4,A,FAO data
121,'422,Lebanon,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,12.7,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2017-2019,%,2.6,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2018-2020,%,6.1,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2019-2021,%,10.4,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2020-2022,%,13.3,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,12.2,A,FAO data
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2014-2016,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2015-2017,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2016-2018,%,,O,
121,'422,Lebanon,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2017-2019,%,1.7,A,FAO data
